OutRecID,FirstName,MiddleName,LastName,StreetNumber,StreetName,StreetSuffix,UnitType,UnitNumber,City,State,ZIP,MailType,MailAddr1,MailAddr2,MailCity,MailState,MailZIP,SSN,DOB
A101366,F. KHALIL,,,61 41,APOLLOS CORNER,,,,orlando,fl,32829,,,,,,,,19640426
A106279,FERD NAND,,KHAILL,6141,APOLLOSCORNER,WAY,,,"ORLANDO,FL",FL,32829,,,,,,,045 17 8008,1964-04-26
A106734,FERND,,KHALIL,6141,APOLOS CORNER,WAY,,,orlando,fl,23829,POBOX,1080,720506,orlando,FL,32872,045-17-8008,64-04-26
A102639,FERDINAND,,KHALIL,6141,APOLLOS CORNER,WAY,,,ORLANDO,FL,32829,P O BOX,1080,,Orlando,Fl,32872,045-17-8008,196404
A105334,ANGELA,,estrada,100,VANDERBUILT,ST,,,Orlando,FL,32804,PBX,"1080,720506",,Orl ando,FL,32872,178772764,19670412
A100493,angella,,ESTRADA,100,VANDERBILT ST,,,,orlando,FL,32804,PO BOX,1080,720506,Orlando,fl,3287,178-77-2764,67-04-12
A106442,A. Estrada,,,100,VANDERBILT,ST,,,"ORL,FL",FL,32804,,,,,,,XXX-XX-2764,1967/04/12
A107146,Ange,,Estradda,100,VANDERBILT,ST,,,orlando,FL,32804A,,,,,,,,19670412
A106067,ANGELA,,ESTRADA,100,VANDERBILT,STREET,,,ORLANDO,FL,32804,P O B O X,1080,720506,Orlando,Fl,32872,178 77 2764,
A103995,ANGELA,,ESTRADA,3314,FOXRIDGE,CIR,,,"TAMPA, FL",FL,33618X,POBX,1885,76972,Tampa,FL,33675,178-77-2764,19670412
A104403,Jen,,WALKER,3314,FOXRIGDE,Circle,,,TAMPA,FL,33618,PO BOX,1885,76972,TAMPA,,33675,178-77-2764,67-04-12
A104227,A. Estrada,,,3314,FOXRIDGE,CIR,,,TAMPA,FL,33618,P O BOX,"1885,76972",,TAMPA,FL,33675,XXX-XX-2764,19670412
A103021,Angela,,ESTRADA,33 14,FOXRIDGE,CIR,,,tam pa,fl,33618,,,,,,,178772764,
A104401,ANGELA,,ESTRADDA,6610,WOODBROOK,CT,,,MILTON,FL,32583,PBX,7086 9,343,Milton,FL,32572,178 77 2764,196704
A104756,JOSE,,VALLE,6610,Wdbrk,Ct,,,"milton,FL",FL,32583,PO BOX,70869,343,MILTON,FL,32572,178-77-2764,1967
A103078,A. estrada,,,6610,WOODBROOK CT,,,,Milto n,FL ,32583A,,,,,,,XXX-XX-2764,
A101427,ANGELA,,ESTRADA,66I0,WOODBROOK,CT,,,MLTON,FL,32583,PO BOX,,,,,,178-77-2764,19670412
A104983,Angela,,Estrada,6610,WOODBROOK,CT,,,MILTON,FL,32583,P O BOX,70869/343,,milton,fl,32572,178772764,19670412
A107081,Arlin,Ray,Rae,3113,SPYGLASSE,DR,,,Grand prairie,TX,75052,,,,,,,178-77-8906,19570622
A103729,ARLIN,,RAY,3113,SPYGLASS DR,,,,GRAND PRAIRIE,,75052,,,,,,,178778906,1957
A102316,A. RAY,,,31 13,SPYGLASS,DR,,,Grandprairie,TX,75052,,,,,,,,1957/06/22
A100486,arlin,,ray,3113,SPYGLASS,DR,,,"Grand, Prairie",TX,7505I,,,,,,,XXX-XX-8906,19570622
A105896,ARLIN,REA,RAY,3113,SPYGLASS,DRIVE,,,GRAND PRAIRE,TX,75052,,,,,,,178-77-8906,
A102075,THERESA,,BULER,3700,Currie Ford,Rd,APT,X20,Orlnado,FL,32806,P O BOX,1080,720506,Orlando,FL,32872,178-77-2764,19670412
A102813,A. Ray,,,3700,CURRYFORD RD,,#,X20,ORLANDO,FL,32806,po.box,1080,,Orlando,FL,32872,,67-04-12
A102489,angel,,Raay,3700,CURRY FORD,RD,APT.,X2O,"orlando,fl",FL,32806,pbx,1080,720506,orlando,fl,32872,178772764,
A102210,ANGELA,R.,RAY,3700,CURRY FORD,RD,APT,X20,Orland o,FL,32806,PO BOX,,720506,Orlando,FL,32872,178-77-2764,196704
A104443,donald,,hernandez,3700,CURRYFORD RD,,APT,X20,ORLANDO,FL,32806,P O B O X,"1080,720506",,ORLANDO,FL,32872,XXX-XX-8906,19570622
A102561,A. RAY,,,37 00,CURRY FORD,ROAD,#,X20,"ORLANDO,FL",FL,32806A,,,,,,,,1957-06-22
A100440,Arlin,Rea,Ray,3700,CURRY FORD,RD,APT.,X20,orlando,FL,32806,POBOX,1080/720506,,Orlando,fl,32872,178-77-8906,19570622
A101653,arlin,,ray,3700,CURRY FORD RD,,,,"orlando, FL",FL,32806,,,,,,,178778906,1957
A103436,ARLYN,RAE,RAY,3700,CORY FORD,RD,APT,X2O,ORLANDO,FL,32806,PO BOX,1080,720506,ORLANDO,FL,32872,178-77-8906,19570622
A100015,Angela,,Ray,3387,Mt. Tabor,RD,LOT,4,Lakeland,FL,33810,,,,,,,178-77-2764,19670412
A105535,A. Ray,,,33 87,MOUNT TABOR,ROAD,L,4,LAKELAND,FL,3381,,,,,,,XXX-XX-2764,1967/04/12
A103882,MARIA,,MZEA,3387,MOUNTABOR RD,,LOT,4,"Lakeland,FL",FL,33810,,,,,,,178772764,
A106989,ARLIN,RAE,RAY,3387,mt tabor,rd,LOT,4,lakeland,FL,33810,,,,,,,178778906,1957-06-22
A104911,A. RAY,,,3387,MT Tabor,RD,LOT,04,LAKELAND,fl,33810-,,,,,,,,19570622
A102025,Arlen,Ray,Raye,3387 ,MT TBR,RD,LOT,4 ,lakleand,FL,3381O,,,,,,,178-77-8906,
A101673,ARLIN,R,RAY,3387,MOUNT TABOR,ROAD,,4,Lakeland,FL,33810,PO BOX,2345,,lakeland,,33812,178-77-9806,1957/06/22
A100816,Barbra,,Chavez,11881,GULF POINTE,DR,Apt.,E38,houston,TX,7708,,,,,,,010525974,08-14-1936
A106660,B. CHAVEZ,,,11881,Gulf Pointe,Dr,APT,e38,Houston,Tx,77089,,,,,,,,1936/08/14
A100564,barBARA ,,CHAVez, 11881,GULFPOINT,DR,APT,E83,HOUSTON TX,,77089A,,,,,,,010-52-9574,19360814
A101935,BARBARA,,CHAVEZ,11881,GULF POINTE,DRIVE,APARTMENT,E38,Houston,TX,77089-,POBOX,3181,,houston,TX,77009,,1936
A100798,BARBARA,,CHAVEZ,4149,WALSH,LN,,,"GRAND, PRAIRIE",TX,75052-,POBOX,9218,543301,grand prairie,TX,75054,010525974,1936-08-14
A102702,B CHAVEZ,,,4149,walsh,Ln,,,grand Prairie,Tx,75052,po box,9218,543301,Grand Prairie,TX,75054,,19360814
A104011,barbara,,CHAVEZ,414 9,Walsh,LN,,,GRND PRAIRIE,TX ,75052,po bx,9218B,54330I,GrandPrairie,TX,75054-,010-52-5974,
A102026,Babara,,Chavaz,4149,WALS,LN.,,,Grand-Prairie,TX,7505Z,POBOX,09218,,GRAND PRARIE,TX,75054,010-52-5974,1936/08/14
A105582,CLYDE,m.,MYERS CHRISTIAN,10237,CASANES,AVE,,,downey,CA,90241,PO BOX,3190,2555,downey,ca,90242,010534576,19460608
A103024,C. M. Christian,,,10237,casa nes,AV,,,"DOWNEY,CA",CA,90241-,p o box,3190,,Downey,CA,90242,,1946-06-08
A105735,CHERYL,,SANCHEZ, 10237,CASANEZ,AVE,,,DOWNEY,CA,90241,POBOX,3190,255S,downey,CA,90242,O10-53-4576,1946/06/08
A104860,Clyde Marie,,MyersChristian,10237,CASANAS,AVE.,,,Downey,Ca,90214,,,,,,,010-53-4576,
A102610,CLYD MARIE,,MYERS-CHRISTIAN,10273,CASANES,AVE,,,DOWENY,CA,90241,PO BOX,319,2555,DOWNEY,CA,90242,01053-4576,1946
A105739,GEORGIA,,GUNDERSON,,CASANES AVE,,,,DOWNEY CA,,90241,,,,,,,,06/08/1946
A104050,Clyde,Marie,Myers-Christian,1841,Michigan,ST,,,Colton,CA,9232,,,,,,,010534576,19460608
A103893,CLIDE MARIE,,MYERSCHRISTIAN,1841 ,MCHIGAN,ST.,,,COLTON,ca,92324,,,,,,,O10-53-4576,1946/06/08
A101277,C. M. CHRISTIAN,,,1841,Michigan,St,,,colton,CA,92324-,,,,,,,,1946-06-08
A104889,CLYDE,M.,MYERS-CHRISTAIN,,MICHIGAN,ST,,,"COLTON,CA",CA,92324,,,,,,,010-53-4576,
A102597,misty,CHI,Lopez,1841,Michigan,,,,COLTON,CA,9232A,,,,,,,010-53-4576,1946
A103667,CL.M.C.,,MYERS-CHRISTIAN,1841,MICHIGAN ST,,,,COLTON CA,,92324,,,,,,,,1946-06-08
A101034,BARBARA,,GARCIA,2943,COTTONWOOD,ST,UNIT,003,Orange,CA,92865,,,,,,,010525974,19360814
A102409,B. M-CHRISTIAN,,,2943,Cottonwood,St,U,3,"orange, CA",CA,92865,,,,,,,,1936-08-14
A103642,Barb,,Myers Christian,294 3,COTTONWOD,ST.,UNIT,3,ORANGE,CA,92865 ,,,,,,,O10-52-5974,
A106065,B MYERS-CHRISTIAN,,,2943,COTTONWD,ST,unit,three,orange CA,,9286S,,,,,,,010-52-5974,1936/08/14
A101722,ANTONHY,,KING,,COTTONWOOD ST,,,,"ORANGE,CA",CA,92865,,,,,,,,1936
A100765,CLYDE,Marie,MYERS CHRISTIAN,2943,COTTONWOOD,ST,UNIT,3,orange,ca,92865,,,,,,,010534576,19460608
A102580,C. M. Christian,,,2943,cottonwood,St.,Unit,003,"ORANGE,CA",CA,92865-,,,,,,,,1946-06-08
A103723,Clyde Marie,,Myerschristian,2943,COTTONWD,ST,,,OrangeCa,,92865,,,,,,,010-53-4576,
A103362,GLORIA,C,ULCH,,COTTONWOOD ST,,,,ORANGE,CA,92865,,,,,,,,1946
A106174,BARBARA,,MYERSCHRISTIAN,9247,TOBIAS,AVE,,,panorama city,CA,91402,P O BOX,41062,4601,Panorama City,ca,91412,010-52-5974,19360814
A101633,G. White,,,924 7,TOBIA S,AVE.,,,"PANORAMA, CITY",CA ,91402-,pobox,041062,460I,panoramacity,CA,91412,O10-52-5974,
A102764,B. M-CHRISTIAN,,,9247,TOBIAS,AV,,,Panorama City,CA,91402,P.O.BOX,41062,,Panorama-City,CA,91412,,1936-08-14
A105476,BARBARA,,MYERS-CHRISTIAN,9247,TOBIAS,AVE,,,PanoramaCity,,91402,POBOX,41062,4601,PANORAMA CITY,CA,9141A,010-52-5974,1936/08/14
A106495,B MYERS CHRISTIAN,,,,TOBIAS AVE,,,,"PANORAMA CITY,CA",CA,91402,,,,,,,,1936
A102878,CLYDE,MARIE,MYERS-CHRISTIAN,9247,TOBIAS,AVE,,,"PANORAMA, CITY",CA,91402,PO BOX,41062,4601,Panorama City,ca,91412,010534576,19460608
A103193,C. M. CHRISTIAN,,,9247,TOBIA S,AVE.,,,panoramacity,CA,91402,POBOX,041062,4601,PANORAMA CITY,CA,91412,,1946/06/08
A104701,CLIDE MARIE,,MYERSCHRISTIAN,,TOBIAS AVE,,,,PANORAMA CITY CA,,91402,,,,,,,010-53-4576,1946
A100911,BARBARA,,MYERS-CHRISTIAN,3536,BERLIN,AVE,,,FRESNO,CA,93722,PO BOX,5502,5991,FRESNO,CA,93755,010-52-5974,19360814
A100456,Barbra,,MyersChristian,3536,Berlin,AV.,,,fresno CA,,93722-,P.O.BOX,5502,599I,Fresno,CA,93755,,1936/08/14
A106932,B. M-CHRISTIAN,,,3536,BERLIN,AVE,,,Fresno,Ca,9372,POBOX,05502,,Fresno,CA,93755A,010525974,
A101042,BARBARA,,MYERS CHRISTIAN,,BERLIN AVE,,,,"FRESNO,CA",CA,93722,,,,,,,,1936
A103455,J. Garcia,,,3536,BERLIN,AVE,,,FRESNO,CA,93722,PO BOX,5502,5991,FRESNO,CA,93755,010534576,19460608
A102899,Clyde Marie,,MyersChristian,3536,BERLIN,AVE.,,,Fresno,CA,9372,POBOX,5502,,fresno,ca,93755,,1946/06/08
A100910,C. M. Christian,,,3536,berlin ave,,,,"FRESNO,CA",CA,93722,,,,,,,010-53-4576,1946-06-08
A100716,BERHTA,,MARTINEZ,3231,CORALRIDGE,DR,,,Coral Springs,FL,33065,P.O. BOX,10976,8140,Coral Springs,FL,33075,030545782,1988/03/23
A101998,BARB GONZALEZ,,,3231,CORAL RIDGE,DR,,,"CORAL SPRINGS, FL",,33065-,po box,10976,8140,CORAL SPRINGS,FL,33075,,03-23-1988
A105980,Barbara,,GONZALEZ,,CORAL RIDGE DR,,,,CORAL SPRINGS,FL,3306S,POBOX,10976,8410,CORAL SPRINGS,FL,33075A,030-54-5782,
A106965,B. Gonzalez,,, 3231,CORAL-RIDGE,DR.,,,CORALSPRINGS,FL,33065,,,,,,,030-54-5782,19880323
A104145,BARBARA,,GONZALEZ,3231,CORAL RDG,DR,,,"CORAL, SPRINGS",FL,33065,PO BOX,10976,8140,CORAL SPRINGS,FL,33075,030545782,1988
A101176,rafael,F.,VELASQUEZ,17411,lake chelan,Ln,,,humble,TX,77346,po box,52l5,15234,humble,tx,77347,030547197,1981-07-22
A102499,Rafael F,,Valezquez,17411 ,LakeChelan,LN,,,HUMBLE,TX,77346,P O Box,5215,,HUMBLE,TX,77347-,030-54-7197,19810722
A106902,R.F.,,VELASQUEZ,17411,Lk Chelan,LN,,,Humble,Tx,7734S,PO Box,5215,15234,"Humble,",Tx,77347,030-54-719,
A105671,rafael,,VELAZQUEZ,17411,lakechalon,,,,HUMBLE,TX,77346,P0 BOX,5215,,HUMBLE,TX,,030547197,1981
A101120,Rafael,F,VELASQUEZ,17411,leke chelan,Ln,,,humble,TX,77346,PO BOX,5215,15234,HUMBLE,TX,77347,,19810722
A102220,RAFAEL,f.,Velasquez,1741 1,LakeChelan,LN,,,"HUMBLE,TX",TX,77346,,5215,,HUMBLE,TX,77347A,030-54-7197,1981072
A106630,Rafael,f,VELASQUEZ,10710,Shane crossing,,,,san antonio,TX,78254,,,,san antonio,tX,,030-547197,19810722
A103909,R. F.,,Velazcuez,1071O,Shaencrossing,,,,San antonio,TX,78254,,,,SAN ANTONIO,TX,78524,030-54-7197,
A100925,rafael,,velasquez,10710,shaen crossing,,,,SAN ANTONIO,TX,7825,,,,,,,030-54-719,1981-07-22
A100881,RAFAEL,F.,VELASQUEZ,10710,shanxcrossing,,,,"San,Antonio",TX,78254,,,,San Antonio,TX,,030547197,81-07-22
A100811,RafaeL,,Velaquez,10710,Shaenc r0ssing,,,,SAN ANTONIO,TX,78254,,,,SAN ANTONIO,TX,78254A,,19810722
A105050,rafa el,f,VELASQUEZ,6961,COUNTY RD 1017,,,,joshua,tx,76058,PO box,63341,575,joshua,tx,76058,030547197,19810722
A103894,R.F.,,VELASQUEZ,6961,county road 1017,,,,"Joshua,",TX,76058,POBOX,63341,,JOSHUA,TX,76508,030-54-7197,81-07-22
A107012,RAFAEL,,VELASQUEZ,696l,CO RD 1017,,,,Joshua,Tx,7605,P O Box,63341,575,,TX,76058,,
A100075,BARBARA,,VELASQUEZ,626,Lake,ST,apt,52,huntington beach,ca,92648,po box,12032,1369,huntington beach,CA,92647,030-54-5782,1988-03-23
A103129,B. Velasquez,,,626,LAKE,,APT.,052,"Huntington,Beach",CA,92648,POBOX,,,Huntington Beach,CA,92647,030545782,19880323
A106333,barbara,,VELAZQUEZ,626,Lake,St.,,,huntington beach,CA,92648,P0 BOx,12032,1369,HUNTINGTON BEACh,ca,92647,,
A106265,BARBRA,,VELASQUEZ,626,Lake,St,Apt,52,"Huntington Beach,CA",CA,92648-,PO BOX,12032,1369,HUNTINGTON BEACH,CA,92647X,030-54-5782,1988032
A100230,rafael,F.,VELASQUEZ,626 ,lake ,st,APT,52,Huntington beach,CA,92648,PO box,12032,1369,Huntington Beach,CA,92647,030-54-7197,1981-07-22
A102643,RAFAEL F,,VELASQUEZ,626,Lake,ST.,APT.,052,"HUNTINGTON,BEACH",CA,92648,P O BOX,12032,,HUNTINGTON BEACH,CA,92647,030-547197,19810722
A105330,ROBERT,,SANCHEZ,626,lake,St,,,Huntington beach,Ca,92648,POBOX,,,,,,030-54-7197,1981072
A103338,Rafael,f,Velasquez,626,Lake,,apt,52,HUNTINGTON BEACH,CA,92648,PO BOX,12032,1369,HUNTINGTON BEACH,CA,92647,,19810722
A104362,rafel,F,VELAZQUEZ,626,LAK,ST,APT,52,HUNTINGTONBEACH,CA,92648A,,12032,1369,,,,030545197,1981
A101729,barbara,,Velasquez,8636,MAPLEHALL,DR,,,Sacramento,CA,95823,,,,sacramento,ca,95823,030-54-5782,1988/03/23
A100619,B. Velasquez,,,8636,Maple Hall,Dr.,,,SACRAMENTO,CA,9582,,,,Sacramento,CA,95823,030545782,19880323
A106271,BARBRA,,VELASQUEZ,8636,MAPEL HALL,DR,,,"SACRAMENTO,CA",CA,95823A,,,,,,,030-54-5782,88-03-23
A100110,Barbara,,VELAZQUEZ,863 6,MAPLE HALL,,,,Sacra mento,CA,95823,,,,,CA,95823,,
A104585,Rafael,F,Velasquez,8636,maple hall,Dr,,,sacramento,ca,95823,,,,,,,030-54-7197,19810722
A100242,RAFAEL,,VELASQUEZ,8636,MAPLEHALL,DR.,,,"SACRAMENTO,CA",CA,95823A,,,,,,,030-54-7197,1981-07-22
A107188,R. Velasquez,,,8636,MAPLE HALL,DR,,,Sacramento,CA,95823,,,,SACRAMENTO,CA,,030547197,
A106059,rafael,,velazquez,863 6,MAPLE HALL,DR,,,SACRAMENTO,CA,95823,,,,,,9582,,1981
A102491,Rafael F.,,VELASQUEZ,8636,Maple Hall,,,,Sacramento,CA,95823,,,,,CA,95823A,030-54-7197,1981-07-22
A105624,rafael,,VELASQUEZ,8636,Maple hall,DR,,,"SACRA,MENTO",CA,95823,,,,Sacramento,CA,95823,030-54-719,19810722
A100169,Barbra,,Velazquez,4421,Durffee,Ave,,,El Monte,CA,91732,,,,,CA,,030545782,19880323
A101856,B. VELASQUEZ,,,4421,Durfee,,,,"EL MONTE,CA",CA,91732A,,,,,,,030-54-5782,88-03-23
A105484,barbara,,VELASQUEZ,4421,Durfee,Ave,,,el monte,CA,91732,,,,,,9173,,19880323
A102455,BARBARA,,VELASQUEZ,4421,Durfee,Ave.,,,El Monte,Ca,91732,,,,El Monte,CA,91732,030-54-5782,1988032
A105232,B.Velasquez,,,4421 ,DURFEE,,,,ELMONTE,CA,91732,,,,,,91732A,,
A100241,BARBARA,,VELASQUEZ,4421,Durfee,,,,el Monte-cA,CA,91732,,,,,Ca,91732,030-54-5782,1988-03-23
A104106,rafael,f,VELASQUEZ,4421,Durfe,AVE,,,el monte,CA,91732,,,,,,91732,030-54-7197,81-07-22
A102265,SHEILA,ALLEN,KUUBE,4421,DURFEE,,,,"EL MONTE,CA",CA,91732A,,,,,,,030-54-7197,19810722
A102848,Rafael,F,Velazquez,442l,Durfee,Ave.,,,El Monte,CA,91732,,,,El Monte,CA,91732,030547197,19810722
A100291,R. Velasquez,,,4421,DURFEE,AVE,,,el monte,ca,9173,,,,,,,,1981
A104914,RAFAEL,,VELASQE,4421,DUR FEE,AVE,,,EL MONTE,CA,91732,,,,,,91732A,030-54-719,19810722
A104289,raFAel,f.,velasquez,4421,Durfee,AVE,,,el monte,CA,91732,,,,,CA,91732,030547197,
A101426,JOHN,ANTONIO,GARCIA,16305,2ND,ST.,,,NORTH REDINGTON BECH,FL,33708,,,,North Redington Beach,FL,33708,030547197,19810722
A102604,Rafael F.,,VELASQUEZ,16305,2nd,st,,,"North,Redington Beach",FL,33708A,,,,,,,030-54-7197,81-07-22
A102670,rafael,,velazquez,16305,2ND,ST,,,north redington beach,fl,33708,,,,north redington bch,fl,33708,,19810722
A102296,R. Velasquez,,,16305,2ND,ST,,,"NORTH REDINGTON BEACH,FL",FL,3370,,,,,FL,33708,,
A103439,BARBARA,,GARCIA,1017,Portola,Ave,,,Spring Valley,CA,91977,,,,"spring,Valley",CA,91977,077-83-8054,1917-05-25
A104574,barbara,,GARCIA,1017,Portolla,Ave.,,,SPRING VALLEY,CA,91977A,,,,,CA,,077838054,19170525
A100876,B. Garcia,,,1017,PORTOLA,Avenue,,,SPRINGVALLEY,CA,9197,,,,,CA,91977,,1917
A102665,Barbra,,Garcia,1017,Portola,,,,"Spring Valley,CA",CA,91977,,,,Spring Valley,,91977A,,1917052
A105657,BARBARA,,GARCIA,10I7,PORTOLA,AVE,,,SPRNG VALLEY,CA,91977,,,,,CA,91977,077-83-805,
A105086,Francesco,L.,Sola,1079,MOHR,Ln,#,A4,concord,ca,94518,,,,,,,077-83-9043,1918-06-25
A103187,FRANCESCO,,SOLA,1079,Mohr,,,,"Concord,CA",CA,94518,,,,Concord,CA,94518,077839043,19180625
A107234,F. Sola,,,1079,MOHR,LN,apartment,A-4,concord,CA,94518A,,,,,,,,1918
A100582,Fransesco,LILIA,SOLA,1079,Mohr,ln.,,A4,CONCORD,CA,9451,,,,Concord,,94518,077-83-9043,
A105153,Francesco,LILIA,Sola,1211,61st,,,,san diego,ca,92102,P.O. Box,2233,45236,san diego,CA,92145,077-83-9043,1918-06-25
A102054,FRAN CES CO,LILYA,SOLA,1211,61 ST,,,,"SAN, DIEGO",CA,9210Z,POBX,2233,45236,SAN DIEGO,CA,92145,,19180625
A104417,F. Sola,,SOLA,1211,61ST,,,,SAN DIEGO,CA,92102,,,,,,,077839043,
A107028,francessco,LILIA,Sola,1121,61st,,,,San Diego,CA,91202,p0 box,2233,45236,san diego,CA,92145,077-83-9043,1918
A105366,barbra,,sola,1000,SIBLEY,ST.,APT,6,folsom,CA,9563,po box,44413,2126,folsom,ca,95763,077838054,05/25/1917
A103684,M. Dale,,Pimiento,1000,sibly,,apartment,6,Folsom,CA,95630,P.O.Box,44413,2126,FOLSOM,CA,97563,,19170525
A106751,BARBARA,,SOLA,1000,SIBLEY,ST,APT.,06,FOLSOM,CA,95630,POBOX,44143,2126,FOLSOM,CA,95763,077-83-8054,1917-05
A105368,Barb.,,SOLA,1000,SIBLEY,ST,,,FOLSOM,CALIF,95630-2126,,,,,,,077-83-8054,19170525
A102213,B.,,SOLA,1000,SIBLEY,STREET,,,"Folsom,",CA,95630,PO BOX,44413,2126,FOLSOM,ca,9576,077-83-8054,
A103457,francesco,lilia,sola,1000,sibly,st.,apt.,6A,folsom,CA,95630,POBOX,44413,2126,FOLSOM,CA,95763,077839043,19180625
A104645,F. Sola,,SOLA,1000,SIBLEY,,APRT,6,FOLSOM,CA,9563,PO BOX,44413,2126,FOLSOM,CA,95763,077-83-9043,
A103429,Franccesco,L,SOLA,1000,SIBLEY,ST,APT,6,FOLSOM,CA,95630,POB0X,44143,2126,FOLSOM,CA,95763,,1918
A103220,Francisco,LILIA,SOLA,100,SIBLEY,ST,APT,6,FOLSOM,CA,95630,,,,,,,077-83-9043,1918-06-25
A103048,FRANCESCO,LILIA,SOLA,1 000,SIBLEY,ST,APT,6,F O L S O M,CA,95630,P.O. BOX,44413,2126,FOLSOM,CA,95763,077-83-9043,19180625
A105474,F Sola,,SOLA,1000,SIBLY,ST,,,FOLSOM,CA,95630,PO BOX,44413,2126,FOLSOM,CA,95763,077-83-9043,19180625
A102883,BARBARA,,SOLA,1146,JADESTONE,LN,,,CORONA,ca,92882-4523,,,,,,,077-83-8054,1976
A101848,B. Sola,,SOLA,1146,JADESTONE,,,,"CORONA,CA",,9288Z,,,,,,,078-83-8054,19170525
A104842,Barbra,,SOLA,1164,JADESTONE,LN,,,Corona,CA,92882,,,,,,,077-83-8054,1917-05
A107104,B SOLA,,S0LA,1146,JADESTONE,LN,,,C0R0NA,CA,92882,,,,,,,,19170525
A105918,BARBARA,,SO.LA,1146,JADESTONE LN,,,,CORONA,CA,92882,,,,,,,077-83-8054,
A100970,B.,,SOLLA,1146,JADESTONE,LANE,,,Corona,CA,92882,,,,,,,077-83-8054,19170525
A104051,FRANCESCO,LILIA,SOLA,1146,JADESTONE,LN,,,CORONA,CA,92882,,,,,,,077839043,
A104175,Frances.,L.,SOLA,1146,JADESTONE,LN,,,CORONA,CA,92828,,,,,,,077-83-9043,1918-06-25
A103474,JORGE,BELG.,O'Connor,1146,JADESTONE,,,,"CORONA,CA",,92882,,,,,,,,19180625
A103803,Francisco,,SOLLA,1146,JADESTONE,LN,,,Corona,CA,92882,,,,,,,077-83-9043,1918
A103805,F SOLA,,SOLA,1146,JADESTON,LN,,,CORONA,CA,92882,,,,,,,077-83-9043,19180625
A105033,BARBARA,,GARCIA,730,BROOKSTONE,RD,unit,101,CHULA VISTA,CA,91913,,,,,,,120-52-1878,19760214
A103025,Barbara,,Garcia,0730,Brookstone,Rd.,Unit,101,"Chula, Vista",Ca,9191,,,,,,,120521878,19760214
A105755,B. Garcia,,GARCIA,730,BROKSTONE,RD,,,CHULAVISTA,CA,91913,,,,,,,120-52-1878,
A104918,BARBARA,,GARCI,730,BROOKSTONE,RD,UNIT,101,CHULA VISTA,CA,91913,,,,,,,,1976-02-14
A102653,B GARCIA,,GARCIA,2001,AMSTERDAM,LN,,,MODESTO,CA,95356,,,,,,,120-52-1878,19760214
A106047,Linda,Kelley,Singh,2001,Amsterdam,Lane,,,modesto,ca,95365,,,,,,,,76/02/14
A106652,B Garcia,,GARCIA,2001,AMSTERDAM,LN,,,MODE STO,CA,95356,,,,,,,120-52-1878,
A106151,B.,,GARCIA,201,AMSTERDAM,LN,,,MODESTO,CA,95356,,,,,,,120521878,19760214
A105039,JAMES,A.,VERBENA,1766,BRISBANE,ST,,,PORT SAINT LUCIE,FL,39484,,,,,,,120-52-1933,19720625
A103371,James,Arturo,Verbena,1766,Brisbane,St.,,,"Port, Saint Lucie",FL,34984,,,,,,,120521933,
A104516,J.,,VERBENA,1766,BRISBANE,ST,,,PORT ST. LUCIE,,34984N,,,,,,,120-52-1933,72/06/25
A103829,Jim,ARTURO,VERBENA,1766,BRISBAINE,,,,PORT SAINT LUCIE,FL,34984,,,,,,,,1972
A100322,THOMAS,R,MORALES,1766,Brisbane,ST,,,PORT SAINT LUCIE,FL,34984,,,,,,,120-52-1933,1972-06-25
A103401,JAMES A,,VERBENA,1766,brisbane,STREET,,,"PORT SAINT LUCIE, FL",FL,34984,,,,,,,120-52-1933,19720625
A106303,M.Savoy,,,3307,avnue,,,,NEDERLAND,TX,77627,po box,11536,1243,nederland,tx,77627,120521878,1976-02-14
A104956,B Verbenna,,VERBENA,3307,AVENUE,,,,"NEDERLAND,TX",,77627,POBX,11536,1243,NEDERLAND,TX,7762Z,120-52-1878,
A102080,B. VERBENA,,VERBENA,307,AVENUE,,,,NEDERLAND,TX,77627,PO BOX,11536,1243,NEDERLAND,TX,77627,,19760214
A103470,JAMES,A.,VERBENA,3307,AVENUE,,,,NEDERLAND,TX,77627-1243,po box,11536,1243,nederland,tx,77627,120-52-1933,1972-06-25
A106466,James,Arturo,VERBENA,3307,AVENE,,,,nederland,TX,77627,P0 BOX,11536,1243,NEDERLAND,TX,77627,120521933,19720625
A105687,J VERBENA,,VERBENA,3307,AVENUE,,,,NEDERLAND,TX,7762Z,PO BOX,11536,1243,NEDERLAND,TX,77627,,72/06/25
A106781,THOMAS,,HERNANDEZ,549,ROWAN,AVE,,,LOS ANGELES,CA,90063,po box,503,881605,"los,angeles",ca,90009,123-87-9385,1950-05-04
A106039,Barbra,,CHAVES,549,ROWAN,AVE,,,LOSA NGELES,CA,90063,POBX,503,881605,LOS ANGELES,CA,90009,123-87-9385,
A100672,B. Chavez,,CHAVEZ,459,ROWAN,AVENUE,,,LOS ANGELES,CA,90063,PO BOX,503,,LOS ANGELES,,90009A,,19500504
A101170,Barbara,,Chavez,21000,Pippin,Way,,,California City,CA,93505,,,,,,,123-87-9385,1950-05-04
A101020,B CHAVEZ,,CHAVEZ,21000,PIPEN,WAY,,,CALIFORNIA CITY,CA,93505-1000,,,,,,,123-87-9385,
A105715,BARBERA,,CHAVEZ,21000,PIPPIN,,,,"CALIFORNIA,CITY",CA,93505,,,,,,,123879385,19500504
