clusterID,refID,tokens,truth
A906820,A906820,"YSELA, SAIZ, 12056, TERRA, CIRC, FORNEY, TEXAS, 75126, PO, BOX, 21, FORNEY, TEXAS, 75126, 023887230",1
A906820,B908897,"YSELA, SAIZ, 21, POST, OFFICE, FORNEY, TEXAS, 75126, 9727723158",1
A906829,A906829,"BETHANY, M, EVELETH, 1209, DEL, TORO, DRV, LADY, LAKE, FLORIDA, 32159, PO, BOX, 1615, LADY, LAKE, FL, 32158, 21771983",1
A906829,B946041,"BETHANY, M, EVELETH, 1209, DEL, TORO, DR, LADY, LAKE, FLORIDA, 32159, 3524463100",1
A906864,A906864,"KYLE, M, LEWIS, 16044, CALLE, DEL, PASE, IRWINDALE, CALIFORNIA, 91706, 024750609",1
A906864,A918678,"KYLE, M, LEWIS, 16044, CALLE, DEL, PASE, IRWINDALE, CALIFORNIA, 91706, 24570690",1
A906864,A922189,"KYLE, M, LEWIS, 16044, CALLE, DEL, PASE, IRWINDALE, CALIFORNIA, 91706, 024570609",1
A906864,B924813,"KYLE, M, LEWIS, 16044, CALLE, DEL, PASE, IRWINDALE, CALIFORNIA, 91706, 6263665708",1
A906864,B936979,"KYLE, M, LEWIS, 16044, CALLE, DEL, PASE, IRWINDALE, CA, 91I706, 6263665708",1
A906864,B959279,"KYLE, M, LEWIS, 16044, CALLE, DEL, PASE, IRWINDALE, CALIFORNIA, 91706, 6263665708",1
A906879,A906879,"RICK, E, HENSLEY, 11819, CENTRAL, AVE, APT, 308, CHINO, CALIFORNIA, 91710, 204471256",1
A906879,A944667,"RICHARD, E, HENSLEY, 11819, CENTRAL, AVE, APT, 308, CHINO, HILLS, CA, 91710, 024417256",1
A906879,A987263,"RICHARD, E, HENSLEY, 11819, CENTRAL, AVE, APT, 308, CHINO, CALIFORNIA, 91710, 024471256",1
A906879,B933437,"D, HENSLEY, 11819, CENTRAL, AVE, APT, 308, CHINO, HILLS, CA, 1710, 9093713141",0
A906879,B943100,"RICHARD, E, HENSLEY, 11819, CENTRAL, AVE, APT, 308, CHINO, CALIF, 91710, 9093713141",1
A906879,B965976,"RICK, E, HENSLEY, 11819, CENTRAL, AVE, APT, 308, CHINO, CALIFORNIA, 91710, 9093713141",1
A906879,B988408,"RICHARD, E, HENSLEY, 11819, CENTRAL, AVENA, APT, 308, CHINO, CALIFORNIA, 91710, 9093713141",1
A906900,A906900,"MARIA, L, DAVIDSON, 9708, WALNUT, STRT, OAKLAND, CALI, 94603, 15723",1
A906900,A912144,"EDDIE, A, DAVIDSON, 9708, WALNUT, STRT, OAKLAND, CA, 94603, 26223176",0
A906900,A927896,"MARIA, L, DAVIDSON, 9708, WALNUT, STREET, OAKLAND, CA, 94603, 206221834",1
A906900,A962186,"EDDIE, A, DAVIDSON, 9708, WALNUT, STREET, OAKLAND, CA, 94603, 062223176, 1941",0
A906900,A990668,"EDDIE, A, DAVIDSON, 9708, WALNUT, ST, OAKLAND, CA, 94603, 026223176",0
A906926,A906926,"BRENDA, B, KRIEGER, 16044, DEVONSHIRE, ST, GRANADA, HILLS, CA, N91344, 24348689",1
A906926,A952491,"BRENDA, B, KRIEGER, 16044, DEVONSHIRE, ST, GRANADA, HILLS, CALIFORNIA, 91344, 24384689",1
A906926,A995661,"BRENDA, B, KRIEGER, 16044, DEVONSHIRE, ST, GRANADA, HILLS, CALIF, 91344, 24384869",1
A906926,B899665,"BRENDA, B, KRIEGER, 16044, DEVONSHIRE, ST, GRANADA, HILLS, CALIFORNIA, 91344, 8184728875",1
A906926,B991742,"BRENDA, B, KRIEGER, 16044, DEVONSHIRE, ST, GRANADA, HILLS, CALIFORNIA, 91344, 8184728875",1
A906926,B993115,"BRENDA, B, KRIEGER, 16044, DEVONSHIRE, ST, GRANADA, HILLS, CALIFORNIA, 91344, 8184728875",1
A906940,A906940,"CONCEPCION, A, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 26119889",1
A906940,A928298,"MARIA, WARSING, 121, ESKOTA, STRT, MABANK, TEXAS, 75156",0
A906940,A940870,"MARY, WARSING, 121, ESKOTA, ST, MABANK, X, 75156, 26109039",0
A906940,A942615,"CONCEPCION, A, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 1957",1
A906940,A947748,"CONCEPCION, A, SORIANO, 121, ESKOTA, STREET, MABANK, TEXAS, 75156, 26119898",1
A906940,A969350,"MARIAH, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 7156",0
A906940,B914319,"MARY, WARSING, 121, ESKOTA, STRT, MABANK, TEXAS, 75156, 9034530868",0
A906940,B917318,"CONCEPCION, A, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 9034530868",1
A906940,B944072,"CONCEPCION, A, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 9034530868",1
A906940,B946023,"MARIAH, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 9034530868",0
A906940,B946752,"MARIA, WARSING, 121, ESKOTA, ST, MABANK, TX, 7556, 9034530868",0
A906940,B954716,"CONCEPCION, A, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 9034530868",1
A906942,A906942,"CYNTHIA, C, S, 401, N, HARBOR, LIGHTS, DR, PONTE, VEDRA, FL, 32081, 201979395",1
A906942,A972829,"C, C, SCHRODER, 401, N, HARBOR, LIGHTS, DR, PONTE, VEDRA, FL, 32081, 201979395",1
A906942,A991401,"CYNTHIA, C, SCHRODER, 401, N, HARBOR, LIGHTS, DR, PONTE, VEDRA, FLA, 32081, 021997395, 19760225",1
A906942,B920426,"CYNTHIA, C, S, 401, N, HARBOR, LIGHTS, DRIV, PONTE, VEDRA, FL, 32081, 9041022724",1
A906942,B966821,"C, C, SCHRODER, 401, N, HARBOR, LIGHTS, DR, PONTE, VEDRA, BAL, 32081, 9041022724",1
A906942,B974307,"CYNTHIA, C, SCHRODER, 401, N, HARBOR, LIGHTS, DR, PONTE, VEDRA, FL, 32081, 9041022724",1
A907042,A907042,"RICARDO, S, JACKSON, 1387, FOUR, SEASONS, BOULEVARD, 89, TAMPA, FLORIDA, 33613, 023256707",1
A907042,A922632,"RICARDO, S, JACKSON, 1387, FOUR, SEASONS, BOUL, 89, TAMPA, FLORIDA, 33613, 23256707",1
A907042,A974210,"RICARDO, S, JACKSON, 1387, FOUR, SEASONS, BLVD, 89, TAMPA, FLORIDA, 33613, 023256707",1
A907042,B910197,"RICARDO, S, JACKSON, 1387, FOUR, SEASONS, BLVD, 89Y, TAMPA, FLORIDA, 33613, 8137500203",1
A907042,B927960,"RICARDO, S, JACKSON, 1387, FOUR, SEASONS, BOUL, 89, TAMPA, FLORIDA, 33613, 8137500203",1
A907042,B964013,"RICARDO, S, JACKSON, 1387, FOUR, SEASONS, BLVD, 89, TAMPAFL, 33613, 8137500203",1
A907131,A907131,"KEVIN, A, TAYLOR, 255, WALKER, STR, CENTER, TEXAS, 75935, 24073506, 1920",1
A907131,A910936,"KEVIN, A, TAYLOR, 255, WALKER, ST, CENTER, TEXAS, 75935, 024073506, 44045",1
A907131,A926266,"CLAUDIA, M, KINCAID, 255, WALKER, ST, CENTER, TEXAS, 75935, 24055276, 41173",0
A907131,A937529,"CLAUDIA, M, TAYLOR, 255, WALKER, ST, ENTER, TX, 75935, 24055276, 1912",0
A907131,A937922,"CLAUDIA, M, TAYLOR, 255, WALKER, ST, CENTER, TEXAS, 75935, 024055267",0
A907131,B903648,"CLAUDIA, M, TAYLOR, 255, WALKER, STR, CENTER, TEXAS, 75935, 9365288550",0
A907131,B930184,"CLAUDIA, M, TAYLOR, 255, WALKER, ST, CENTER, TEXAS, 75935, 9365288550",0
A907131,B990994,"KEVIN, A, TAYLOR, 255, WALKER, ST, CENTER, TEXAS, 75935, 9365288550",1
A907131,B991106,"CLAUDIA, M, KINCAID, 255, WALKER, ST, CENTER, TEXAS, 75935, 9365288550",0
A907131,B996499,"KEVIN, A, TAYLOR, 255, WALKER, ST, CENTER, TEXAS, 75935, 9365288550",1
A907164,A907164,"S, F, KOBZEFF, 653, S, ESPLANADE, ST, ORANGE, CALIF, 92869, 025560419",1
A907164,A921405,"STANLEY, F, KOBZEFF, 653, S, ESPLANADE, ST, ORANGE, CALIFORNIA, 92869, 1988",1
A907164,A982914,"STANLEY, F, KOBZEFF, 653, S, ESPLANADE, STRT, ORANGE, CALIFORNIA, 92869, 25506419, 1988",1
A907164,B925366,"S, F, KOBZEFF, 653, S, ESPLANADE, ST, ORANGE, CALIF, 92869, 7142257567",1
A907164,B928158,"STANLEY, F, KOBZEFF, 653, S, ESPLANADE, ST, ORANGE, CALIF, 92869, 7142257567",1
A907164,B958355,"STANLEY, F, KOBZEFF, 653, S, ESPLANADE, ST, ORANGE, CALIF, 92869, 7142257567",1
A907235,A907235,"JESSE, A, JONES, 1915, CR, 406, NEMO, TEXAS, 76070, 62916805",1
A907235,A919459,"JESSE, A, JONES, 1915, CR, 406, NEMO, TEXAS, 7U6070",1
A907249,A907249,"SUSAN, T, JACOBSON, 1214, QUAIL, CIR, CEDAR, PARK, TEXAS, 78613, 22154708, 11794",1
A907249,A972322,"SUSAN, T, JACOBSON, 1214, QUAIL, CIR, CEDAR, PARK, TEXAS, 78613, 022154708",1
A907249,A997623,"SUSAN, T, JACOBSON, 1214, QUAIL, CIR, CEDAR, PARK, TEXAS, 78613, 22154708, 11794",1
A907249,B936163,"SUSAN, T, JACOBSON, 1214, QUAIL, CIR, CEDAR, PARK, TEXAS, 78613, 5124403510",1
A907249,B941088,"SUSAN, T, JACOBSON, 1214, QUAIL, CIR, CEDARPARK, TX, 78613, 5124403510",1
A907249,B983882,"SUSAN, T, JACOBSON, 1214, QUAIL, CIR, CEDAR, PARK, TEXAS, 78613, 5124403510",1
A907263,A907263,"AMBER, W, PRENTICE, 370, W, 6TH, ST, PERRIS, CA, 92570, 24963381",1
A907263,A947415,"AMBER, W, ALVARADO, 370, W, 6TH, ST, PERRIS, CA, 92570, 24963381",1
A907263,B917493,"AMBER, W, PRENTICE, 370, W, 6TH, T, PERRIS, CA, 92570, 9091430237",1
A907263,B935658,"AMBER, W, ALVARADO, 370, W, 6TH, ST, PERRIS, CA, 92570, 9091430237",1
A907263,B949572,"OBEDIENCE, ALVARADO, 370, W, 6TH, ST, PERRIS, CALIF, 92570, 9091430237",0
A907284,A907284,"JAMIANNE, M, BELL, 6529, PUTTING, GREEN, DR, DALLAS, TX75232, 25617623",1
A907284,A953170,"M, BELL, 6529, PUTTING, GREEN, DR, DALLAS, TEXAS, 75232",1
A907284,A965172,"JAMIANNE, M, B, 6529, PUTTING, GREEN, DR, DALLAS, TEXAS, 75232, 205617623",1
A907284,B919465,"JAMIANNE, M, B, 6529, PUTTING, GREEN, DR, DALLAS, TEXAS, 75232, 2144462056",1
A907284,B940060,"JAMIANNE, M, BELL, 6529, PUTTING, GREEN, DR, DALLAS, TEXAS, 75232, 2144462056",1
A907284,B981897,"M, BELL, 6529, PUTTING, GREEN, DRIVE, DALLAS, TEXAS, 75232, 2144462056",1
A907296,A907296,"DONNA, S, TOBA, 91, DEMPSEY, RD, MILPITAS, CA, 95035, PO, BOX, 360338, MILPITAS, CA, 9506, 024567354",1
A907296,B985360,"DONNA, S, TOBA, 91, DEMPSEY, RD, MILPITAS, CA, 95035, 4082825212",1
A907336,A907336,"P, V, FLORES, 9738, HELEN, AVE, SUNLAND, CALIF, 91040P, 25400116",1
A907336,A935807,"RONNA, D, DORIA, 9738, HELEN, AVE, SUNLAND, CALIFORNIA, 91040",0
A907336,A952430,"PEDRO, V, FLORES, 9738, HELEN, AVE, SUNLAND, CALIFORNIA, 9040, 25400116",1
A907336,A963745,"VERONICA, D, DORIA, 9738, HELEN, AVE, SUNLAND, CALIFORNIA, 91040, 25393757, 1935",0
A907336,B947296,"PEDRO, V, FLORES, 9738, HELEN, AV, SUNLAND, CALIF, 91040, 8183151587",1
A907336,B991132,"P, V, FLORES, 9738, HELEN, AVE, SUNLAND, CALIFORNIA, 91040, 8183151587",1
A907355,A907355,"BRENDA, B, KRIEGER, 1256, 3RD, AVE, APT, 18, CHULA, VISTA, CA, 1911, 024384689",1
A907355,A966166,"BRANDY, B, MARSE, 1256, 3RD, AVE, APT, 18, CHULA, VISTA, J, CALIF, 91911, 24384698",1
A907355,A971965,"BRENDA, B, KRIEGER, 1256, 3RD, AVE, APT, 18, CHULA, VISTA, CALIFORNIA, 91911, 24384689",1
A907355,B901052,"BRANDY, B, MARSE, 1256, 3RD, AVE, APARTMENT, 18, CHULA, VISTA, CALIF, 91911, 6193562852",1
A907355,B924764,"B, T, MARES, 1256, 3RYD, AV, APT, 18, CHULA, VISTA, CALIF, 91911, 6193562852",0
A907355,B974675,"BRENDA, B, KRIEGER, 1256, 3RD, AVE, APT, 18, CHULA, VISTA, CALIFORNIA, 91911, 6193562852",1
A907355,B984833,"BRENDA, B, KRIEGER, 1256, 3RD, AVE, PT, 18, CHULA, VISTA, CALIF, 91911, 6193562852",1
A907499,A907499,"ASLHEY, S, W, 7729, ASHFORD, CT, N, SAINT, PETERSBURG, FLA, 33709, PO, BOX, 15632, SAINT, PETERSBURG, FLA, 33733, 023141981",1
A907505,A907505,"BARBARA, A, COOK, 1717, ORIOLE, STR, SAN, DIEGO, CALIFORNIA, 92114",1
A907505,A950051,"BARBARA, A, COOK, 1717, ORIOLE, ST, SAN, DIEGO, CALIFORNIA, 92114, 21781556, 19430219",1
A907505,B932228,"BARBARA, A, COOK, 1717, ORIOLE, STREET, SAN, DIEGO, CALIFORNIA, 92114, 6197763010",1
A907505,B950344,"BARBARA, A, COOK, 1717, ORIOLE, ST, SAN, DIEGO, CALIFORNIA, 92114, 6197763010",1
A907641,A907641,"LEENA, VANDYKE, 830, S, AZUSA, AVE, TRLR, 10, AZUSA, CALIF, 91702, 24648691",1
A907641,A987584,"ELENA, HERNADEZ, 830, S, AZUSA, AVE, TRLR, 10, AZUSA, CA, 91702",1
A907641,A998627,"THOMAS, VANDYKE, 830, S, AZUSA, AVE, TRLR, 10, AZUSA, CA, 91702, 24652190, 45453",0
A907641,B903287,"THOMAS, VANDYKE, 830, SOUTH, AZUSA, AVNUE, TRLR, 10, AZUSA, CA, 91702, 6261648208",0
A907656,A907656,"THOMAS, L, POUNDRIS, 1276, WAVERTON, LN, LINCOLN, CALIFORNIA, 95648",1
A907656,A936628,"THOMAS, L, POUNDRIS, 1276, WAVERTON, LN, LINCOLN, CALIF, 95648, 23346360",1
A907656,A971251,"THOMAS, L, POUNDRIS, 1276, WAVERTON, LXN, LINCOLN, CALIF, 95648, 23346360, 1952",1
A907656,B969971,"THOMAS, L, POUNDRIS, 1276, WAVERTON, LN, LINCOLN, CALIFORNIA, 95648, 9166644768",1
A907656,B979704,"THOMAS, L, POUNDRIS, 1276, WAVERTON, LN, LINCOLN, CALIFORNIA, 95648, 9166644768",1
A907656,B991342,"THOMAS, L, POUNDRIS, 1276, WAVERTON, LN, LINCOLN, CALIF, 9648, 9166644768",1
A907671,A907671,"WILMA, G, PUNO, 2130, W, CRESCENT, AVE, APT, 109, ANAHEIM, CALIF, 92801, 022588987",1
A907671,A926502,"BILL, G, PUNO, 2130, W, CRESCENT, AVE, APT, 109, ANAHEIM, CA, 92801, 11674",1
A907671,A970913,"BUD, G, PUNO, 2130, W, CRESCENT, AVE, APT, 109, ANAHEIM, CALIF, 92801, 11674",1
A907671,B941884,"WILMA, G, PUNO, 2130, W, CRESCENT, AVE, APARTMENT, 1098, ANAHEIM, CA, 92801, 7144861415",1
A907671,B955337,"BUD, G, PUNO, 2130, W, CRESCENT, AVE, APARTMENT, 1098, ANAHEIM, CA, 92801, 7144861415",1
A907671,B981630,"BILL, G, PUNO, 2130, WES, CRESCENT, AVE, APT, 109, ANAHEIM, CALIF, 92801, 7144861415",1
A907782,A907782,"RICARDO, N, ROBERTS, 1601, REGENT, DRIV, BRENTWOOD, CALIFORNIA, 94513, PO, BOX, 1690, BRENTWOOD, CALIFORNIA, 94513",1
A907840,A907840,"JASON, FLORES, 3039, PINE, VALLEY, RD, SAN, RAMON, CALI, 94583, BUZON, 2606, SAN, RAMON, CA, 94583",1
A907840,B914654,"JASON, FLORES, 3039, PINE, VALLEY, RD, SAN, RAMON, CA, 94583, 9252185543",1
A907898,A907898,"AMBER, W, PRENTICE, 1282, MATTOX, RD, APT, 45, HAYWARD, CALIFORNIA, 94541, PST, 55582, HAYWARD, CALIF, 94545",1
A907898,B902331,"AMBER, W, PRENTICE, 1282, MATTOX, RD, APARTMENT, 45, HAYWARD, CALIFORNIA, 94541, 5302252361",1
A908026,A908026,"LAURYN, L, SINCLAIR, 1640, SOPHIE, LANE, ESCALON, CA, 95320, 024447556",1
A908026,A910921,"LAURIE, L, SINCLAIR, 1640SOPHIE, LANE, ESCALON, A, 95320, 024447565",1
A908026,A927156,"ANGEL, SINCLAIR, 1640, SOPHIE, LN, ESCALON, CA, 95320, 024540732",0
A908026,A941655,"LAURIE, L, HERRERA, 1640, SOPHIE, LANE, ESCALON, CA, 95320, 24447556, 1948",1
A908026,A954135,"ANGEL, SINCLAIR, 1640, SOPHIE, LN, ESCALON, CALIF, 9520, 24450372, 19560303",0
A908026,B908099,"LAURIE, L, HERRERA, 1640, SOPHIE, LANE, ESCALON, CA, 95320, 2095758226",1
A908026,B956280,"LAURIE, L, SINCLAIR, 1640, SOPHIE, LN, ESCALON, CA, 95320, 2095758226",1
A908026,B965574,"LAURYN, L, SINCLAIR, 1640, SOPHIE, L, ESCALON, CA, 95320, 2095758226",1
A908026,B979878,"ANGEL, SINCLAIR, 1640, SOPHIE, LN, ESCALON, CA, 95320, 2095758226",0
A908026,B984196,"ANGEL, SINCLAIR, 1640, SOPHIE, LN, ESCALON, CALI, 95320, 2095758226",0
A908041,A908041,"J, W, KINDELL, 45761, CAMINO, RUBI, TEMECULA, CALIFORNIA, 92592, 202810696",1
A908041,A995470,"W, KINDELL, 45761, CAMINO, RUBI, TEMECULA, CALIFORNIA, 92592, 22810696",1
A908041,B900811,"LILY, S, POLICARPIO, 45761, CAMINO, RUBI, TEMECULA, CALIFORNIA, 92592, 9096838728",0
A908180,A908180,"MACARIO, C, CRUZ, 95A10, HARVARD, STREET, BELLFLOWER, CALIFORNIA, 90706, PO, BOX, 1100, POST, BELLFLOWER, CALIFORNIA, 90707, 23072005",1
A908205,A908205,"GINA, D, RUSSELL, 3605, HIGHWAY, 90T, W, POCAHONTAS, ARKAN, 72455, PO, BOX, 674, POCAHONAS, ARKANSAS, 72455",1
A908231,A908231,"JOSH, SLANDZICKI, 2207, WYNDAM, WAY, KISSIMMEE, FLORIDA, 34743, 022202042",1
A908231,A945237,"JOSH, SLANDZICKI, 2207, WYNDAM, WY, KISSIMMEE, FLA, 34743, 22202042, 11838",1
A908231,A982573,"JOSHUA, SLANDZICKI, 2207, WYNDAM, WAY, KISSIMMEE, FLA, 34743, 22202042",1
A908231,B913879,"JOSH, SLANDZICKI, 2207, WYNDAM, WAY, KISSIMMEE, FLORIDA, 34743, 4075436676",1
A908231,B952763,"JOSHUA, SLANDZICKI, 2207, WYNDAM, WAY, KISSIMMEE, FLORIDA, 34743, 4075436676",1
A908231,B970180,"JOSH, SLANDZICKI, 2207, WYNDAM, WAY, KISSIMMEE, FLORIDA, 34743, 4075436676",1
A908266,A908266,"E, B, C, 884, CORAL, REEF, WAY, PONTE, VEDRA, FL, 32082, 22431847",1
A908266,A908643,"EDWARDO, B, CHRISTIAN, 884, CORAL, REEF, WY, PONTE, VEDRA, FL, 32082, 022431487",1
A908266,A927028,"EDWARDO, B, CHRISTIAN, 884, CORAL, REEF, WAY, PONTE, VEDRA, FL, 32082, 22431487",1
A908266,B946512,"EDWARDO, B, CHRISTIAN, 884, CORAL, REEF, WAY, PONTE, VEDRA, FL, 32082, 9048452720",1
A908266,B980604,"E, B, C, 884, CORAL, REEF, WAY, PONTE, VEDRA, FL, 32082, 9048452720",1
A908266,B982185,"EDWARDO, B, CHRISTIAN, 884, CORAL, REEF, WAY, PONTE, VEDRA, FL, 32082, 9048452720",1
A908280,A908280,"BRANDT, A, CALVO, 241, WEVER, TRAIL, JESSIEVILE, ARKANSAS, 71949",1
A908280,A920525,"BRANDT, A, CALVO, 241, WEAVER, TRL, JESSIEVILLE, AR, 71949",1
A908280,A929250,"BRANDT, A, CALVO, 241, WEAVER, TRL, JESSIEVILLE, ARK, 71949",1
A908334,A908334,"ANTHONY, A, MARTENS, 521, COCHRAN, AVE, SAN, DIEGO, CALIFORNIA, 92154, 202100234",1
A908334,A931754,"TONY, A, MARTENS, 521, COCHRAN, AVE, SAN, DIEGO, CALIFORNIA, 92154, 22100234",1
A908334,A979022,"ANTHONY, A, MARTENS, 21, COCHRAN, AVE, SAN, DIEGO, CALIFORNIA, 92154, 022010234, 1964",1
A908334,B899857,"ANTHONY, A, MARTENS, 521, COCHRAN, AVE, SAN, DIEGO, CALIFORNIA, 92154, 6194062753",1
A908334,B917008,"ANTHONY, A, MARTENS, 521, COCHRAN, AVE, SAN, DIEGO, CALIFORNIA, 92154, 6194062753",1
A908334,B936234,"TONY, A, MARTENS, 521, COCHRAN, AVE, SAN, DIEGO, CALIFORNIA, 92154, 6194062753",1
A908374,A908374,"ALBERTO, MALKIEWICZ, 6237, GRANT, ST, CHINO, CALIF, 91710, 027111734, 1957",1
A908374,A981320,"ALBERTO, MALKIEWICZ, 6237, GRANT, ST, CHINO, HILLS, CA, 91710, 027111743",1
A908396,A908396,"FRED, S, F, 28164, HORIZON, CT, ROMOLAND, CA, 92585",1
A908396,A962257,"FRED, S, FUENTES, 28164, HORIZON, COURT, ROMOLAND, CA, 92585, 1988",1
A908396,A997062,"FRED, S, FUENTES, 28164, HORIZON, COURT, ROMOLAND, CA, 92585, 26680213",1
A908425,A908425,"TED, J, DICK, 2521, MOLINO, RD, MOLINO, FL, 2577, 21402494",1
A908425,A911385,"EDWARD, J, DICK, 2521, MOLINO, RD, MOLINO, FLA, 32577, 21402494",1
A908425,A986576,"EDWARD, J, DICK, 2521, MOLINO, RD, MOLINO, FL, 32577, 1920",1
A908425,B939380,"EDWARD, J, DICK, 2521, MOLINO, RD, MOLINO, FL, 32577, 8501670523",1
A908425,B971049,"TED, J, DICK, 2521, MOLINO, RD, MOLINO, FL, 32577, 8501670523",1
A908425,B980466,"EDWARD, J, DICK, 2521, MOLINO, RD, MOLINO, FL, 32577, 8501670523",1
A908429,A908429,"LEBEKA, D, WILLIAM, 1134, DODGE, AVE, OROVILLE, CALIFORNIA, 95965",1
A908429,A909635,"LEBEKA, D, WILLIAM, 1134, DODGE, AVE, OROVILLE, CALIFORNIA, 95965, 203920858, 26111",1
A908429,A950927,"LEBEKA, D, WILLIAM, 1134, DODGE, AVE, OROVILLE, CALIFORNIA, 95965, 023920858",1
A908429,B925535,"LEBEKA, D, WILLIAM, 1134, DODE, AVN, OROVILLE, CALI, 95965, 2098048242",1
A908429,B962342,"LEBEKA, D, WILLIAM, 1134, DODGE, AVE, OROVILLE, CALIFORNIA, 95965, 2098048242",1
A908429,B998171,"LEBEKA, D, WILLIAM, 1134, DODGE, AVE, OROVILLE, CALIFORNIA, 95965, 2098048242",1
A908482,A908482,"LANH, K, HART, 12L394, PASEO, CORTE, CIR, EL, PASO, TX, 79928, APTDO, 27096, CALLER, EL, PASO, TX, 79926, 21609352",1
A908482,B919130,"LANH, K, HART, 27096, POST, OFFICE, ELK, PASO, TEXAS, 79926, 9153480610",1
A908528,A908528,"KADESHRA, R, GALLEGOS, 12603, WOODFOREST, BLVD, APT, 913, HOUSTON, TEXAS, 77015, 24275742",1
A908528,A923809,"KADESHRA, R, GALLEGOS, 12603, WOODFOREST, BOUL, APT, 913, HOUSTON, TEXAS, 77015, 24275742",1
A908528,A976749,"KADESHRA, R, GALLEGOS, 12603, WOODFOREST, BOUL, APT, 913, HOUSTON, T, 77015, 24275742",1
A908528,B899508,"KADESHRA, R, GALLEGOS, 12603, WOODFOREST, BLVD, APARTMENT, 913, HOUSTON, TEXAS, 77015, 7135356505",1
A908528,B912465,"KADESHRA, R, GALLEGOS, 12603, WOODFOREST, BLVD, APARTMENT, 913, HOUSTON, TEXAS, 77015, 7135356505",1
A908528,B951318,"KADESHRA, R, GALLEGOS, 12603, WOODFOREST, BLVD, APARTMENT, 913, HOUSTON, TEXAS, 77015, 7135356505",1
A908576,A908576,"ANASTASIA, J, BISHOP, 1521, N, WILTON, PL, APT, 6, LOS, ANGELES, CA, 90028, APARTADO, 881605, LOS, ANGELES, CALIF, 900D09, 28141",1
A908576,B918395,"ANASTASIA, J, BISHOP, 1521, N, WILTON, PLACE, APARTMENT, 6, LOS, ANGELES, CALI, 90028, 8184267622",1
A908627,A908627,"D, HARRELSON, 13230, NE, 34TH, TER, GAINESVILLE, FL, 32609, PO, BOX, 607, GAINESVILLE, FLA, 32602",1
A908642,A908642,"JASON, R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FLA, 34953, 25146663",1
A908642,A929055,"R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FLORIDA, 34953, 25146663, 1988",1
A908642,A990376,"JASON, R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FLORIDA, 34953",1
A908642,B944243,"JASON, R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FLORIDA, 34953, 7726514072",1
A908642,B951547,"JASON, R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FLORIDA, 34953, 7726514072",1
A908642,B958122,"R, CHAVEZ, 2242, SW, IMPORT, DR, PORT, SAINT, LUCIE, FLORIDA, 34953, 7726514072",1
A908653,A908653,"PATRICK, B, ARNOLD, 2049, SANTA, CRUZ, AVE, MENLO, PARK, CALIFORNIA, 94025, 025409434, 40025",1
A908653,A925218,"CORNELISSEN, 2049, SANTA, CRUZ, AVENUE, MENLO, PARK, CALIFORNIA, 94025, 25407736, 1900",0
A908653,A948984,"P, B, ARNOLD, 2049, SANTA, CRUZ, AVENIDA, MENLO, PARK, CALIFORNIA, 94025, 205409443, 1909",1
A908653,A961652,"FELICIA, CORNELISSEN, 2049, SANTA, CRUZ, AVE, MENLO, PARK, CALIFORNIA, 94025, 25407736, 1900",0
A908653,A970407,"PATRICIA, B, ARNOLD, 2049, SANTA, CRUZ, AVE, MENLO, PARK, CALIFORNIA, 94025, 205409443",1
A908653,B906866,"P, B, ARNOLD, 2049, SANTA, CRUZ, AVENUE, MENLO, PARK, CALIFORNIA, 94025, 6506427273",1
A908653,B909927,"CORNELISSEN, 2049, SANTA, CRUZ, AVE, MENLO, PARK, CALIFORNIA, 94025, 6506427273",0
A908653,B948721,"FELICIA, CORNELISSEN, 2049, SANTA, CRUZ, AV, MENLO, PARK, CALIFORNIA, 94025, 6506427273",0
A908653,B990284,"PATRICIA, B, ARNOLD, 2049, SANTA, CRUZ, AVENUE, MENLO, PARK, CA, 9402, 6506427273",1
A908653,B992435,"PATRICK, B, ARNOLD, 2049, SANTA, CRUZ, AVE, MENLO, PARK, CALIFORNIA, 94025, 6506427273",1
A908662,A908662,"MELISSA, T, HICKS, 4346, HAMMEL, ST, LOS, ANGELES, CA, 90022, 24515296",1
A908662,A945242,"MELISSA, T, GINARD, 4346, HAMMEL, ST, LOS, ANGELES, CA, 90022, 42515296",1
A908662,A967685,"MELISSA, T, HICKS, 4346, HAMMEL, STRT, LOS, ANGELES, CA, 90022, 24515296, 1980",1
A908662,B929673,"MELISSA, T, HICKS, 4346, HAMMEL, ST, LOS, ANGELES, CA, 90022, 8188312003",1
A908662,B956846,"MELISSA, T, GINARD, 4346, HAMMEL, ST, LOS, ANGELES, CA, 90022, 8188312003",1
